ts_utc,market,team,price,bid,ask,last_trade,volume,liquidity,closed
2026-06-12T12:01:34+00:00,outright,Croatia,0.0085,0.008,0.009,0.008,48304170.49037027,3182195.97651,False
2026-06-12T12:01:34+00:00,outright,Egypt,0.0025,0.002,0.003,0.003,53772426.07236071,6963787.66302,False
2026-06-12T12:01:34+00:00,outright,Sweden,0.0035,0.003,0.004,0.004,34379104.601419196,9807069.76024,False
2026-06-12T12:01:34+00:00,group_winner,Mexico,0.625,0.62,0.63,0.63,351531.11415699945,101914.126,False
2026-06-12T12:01:34+00:00,group_winner,South Korea,0.345,0.34,0.35,0.35,119287.90444000013,81067.7375,False
2026-06-12T12:01:34+00:00,group_winner,South Africa,0.009,0.008,0.01,0.008,334694.59770600003,47363.74873,False
2026-06-12T12:01:34+00:00,group_winner,Czech Republic,0.0375,0.037,0.038,0.037,71323.21329100004,55618.14958,False
2026-06-12T12:01:34+00:00,group_winner,Canada,0.305,0.3,0.31,0.3,68114.02489099994,74359.0328,False
2026-06-12T12:01:34+00:00,group_winner,Qatar,0.0215,0.021,0.022,0.021,79222.416633,98835.97336,False
2026-06-12T12:01:34+00:00,group_winner,Bosnia and Herzegovina,0.125,0.12,0.13,0.12,100091.56092899996,86121.4324,False
2026-06-12T12:01:34+00:00,group_winner,Switzerland,0.565,0.56,0.57,0.57,149749.51822299973,91710.1496,False
2026-06-12T12:01:34+00:00,group_winner,Scotland,0.073,0.07,0.076,0.075,217814.18444599997,82073.99932,False
2026-06-12T12:01:34+00:00,group_winner,Brazil,0.715,0.71,0.72,0.73,153076.70570500055,68163.0303,False
2026-06-12T12:01:34+00:00,group_winner,Haiti,0.012,0.009,0.015,0.013,61593.20481600001,67897.95696,False
2026-06-12T12:01:34+00:00,group_winner,Morocco,0.215,0.21,0.22,0.22,151687.96856500034,55160.6261,False
2026-06-12T12:01:34+00:00,group_winner,Paraguay,0.165,0.16,0.17,0.17,80329.81011899991,56283.8827,False
2026-06-12T12:01:34+00:00,group_winner,Turkey,0.385,0.38,0.39,0.39,205376.2881330003,36939.5754,False
2026-06-12T12:01:34+00:00,group_winner,United States,0.375,0.37,0.38,0.38,126846.42838299858,98417.8273,False
2026-06-12T12:01:34+00:00,group_winner,Australia,0.094,0.093,0.095,0.093,57796.12579599989,71652.58436,False
2026-06-12T12:01:34+00:00,group_winner,Curaçao,0.0045,0.004,0.005,0.004,43208.44067500004,45461.38037,False
2026-06-12T12:01:34+00:00,group_winner,Ecuador,0.215,0.21,0.22,0.22,47888.53850499997,70639.9136,False
2026-06-12T12:01:34+00:00,group_winner,Germany,0.665,0.66,0.67,0.67,144379.70883800014,48119.7435,False
2026-06-12T12:01:34+00:00,group_winner,Ivory Coast,0.128,0.124,0.132,0.124,45744.01340200001,69950.26282,False
2026-06-12T12:01:34+00:00,group_winner,Tunisia,0.0505,0.05,0.051,0.051,57783.09800999986,50244.89466,False
2026-06-12T12:01:34+00:00,group_winner,Japan,0.285,0.28,0.29,0.29,152891.66258999804,70804.9591,False
2026-06-12T12:01:34+00:00,group_winner,Netherlands,0.545,0.54,0.55,0.55,111350.57754399988,68415.9742,False
2026-06-12T12:01:34+00:00,group_winner,Sweden,0.145,0.14,0.15,0.14,63634.08151599988,32723.2823,False
2026-06-12T12:01:34+00:00,group_winner,New Zealand,0.0375,0.035,0.04,0.04,28497.707965,87574.18132,False
2026-06-12T12:01:34+00:00,group_winner,Iran,0.1305,0.13,0.131,0.13,93735.25134400005,65112.76003,False
2026-06-12T12:01:34+00:00,group_winner,Egypt,0.155,0.15,0.16,0.16,35604.079481000066,44298.5085,False
2026-06-12T12:01:34+00:00,group_winner,Belgium,0.695,0.69,0.7,0.7,102139.95274500008,53241.5338,False
2026-06-12T12:01:34+00:00,group_winner,Cape Verde,0.012,0.011,0.013,0.013,86799.79895,67489.96865,False
2026-06-12T12:01:34+00:00,group_winner,Uruguay,0.185,0.18,0.19,0.19,30028.20959000003,75447.0438,False
2026-06-12T12:01:34+00:00,group_winner,Spain,0.785,0.78,0.79,0.79,60782.85026899997,69830.7429,False
2026-06-12T12:01:34+00:00,group_winner,Saudi Arabia,0.016,0.013,0.019,0.013,127797.546388,111388.84783,False
2026-06-12T12:01:34+00:00,group_winner,Senegal,0.105,0.1,0.11,0.11,92029.11212500001,70719.6133,False
2026-06-12T12:01:34+00:00,group_winner,Norway,0.24,0.23,0.25,0.25,64059.87020599997,72083.1398,False
2026-06-12T12:01:34+00:00,group_winner,France,0.655,0.65,0.66,0.66,188201.9031289995,84736.6249,False
2026-06-12T12:01:34+00:00,group_winner,Iraq,0.007,0.006,0.008,0.006,101621.50103099996,140341.19142,False
2026-06-12T12:01:34+00:00,group_winner,Algeria,0.0955,0.095,0.096,0.095,54496.96309700004,74212.23691,False
2026-06-12T12:01:34+00:00,group_winner,Jordan,0.0165,0.014,0.019,0.019,29593.298368999982,69260.204,False
2026-06-12T12:01:34+00:00,group_winner,Argentina,0.715,0.71,0.72,0.71,167174.24846999926,82300.9448,False
2026-06-12T12:01:34+00:00,group_winner,Austria,0.185,0.18,0.19,0.19,44210.93879300001,73831.5968,False
2026-06-12T12:01:34+00:00,group_winner,Colombia,0.325,0.32,0.33,0.32,47891.20744399997,66234.5898,False
2026-06-12T12:01:34+00:00,group_winner,DR Congo,0.041,0.04,0.042,0.042,38288.572953000024,58215.51255,False
2026-06-12T12:01:34+00:00,group_winner,Portugal,0.625,0.62,0.63,0.63,169952.72032599954,47537.815,False
2026-06-12T12:01:34+00:00,group_winner,Uzbekistan,0.024,0.022,0.026,0.024,27506.181808000005,54325.71933,False
2026-06-12T12:01:34+00:00,group_winner,England,0.695,0.69,0.7,0.7,59974.847148999994,44030.593,False
2026-06-12T12:01:34+00:00,group_winner,Ghana,0.0595,0.058,0.061,0.058,24499.20672700002,49391.88588,False
2026-06-12T12:01:34+00:00,group_winner,Croatia,0.215,0.21,0.22,0.22,26167.59132700003,69543.0298,False
2026-06-12T12:01:34+00:00,group_winner,Panama,0.0285,0.028,0.029,0.028,32387.052417,53269.21619,False
